sample_id,position,velocity,acceleration
pmks_positive_0110,-4.5402753415915686,0.10567863501114139,-3.1103321662646066
pmks_positive_0111,-4.5416036662778207,0.053660300341515921,-3.1319417169971344
pmks_positive_0112,-4.5420619970362788,0.0012781497204596981,-3.1539882652848403
pmks_positive_0113,-4.5416442100963703,-0.051475004937772573,-3.1764601173193334
pmks_positive_0114,-4.5403440635856658,-0.10460614320229844,-3.1993439346410342
pmks_positive_0115,-4.5381552012364406,-0.15812200819744326,-3.2226246718473952
pmks_positive_0116,-4.5350711565664295,-0.21202907762623568,-3.246285513119664
pmks_positive_0117,-4.5310853575513743,-0.26633353372771462,-3.2703078077920189
pmks_positive_0118,-4.5261911318072787,-0.32104123215412939,-3.2946710052156583
pmks_positive_0119,-4.5203817123004377,-0.37615766975862042,-3.3193525892007445
pmks_positive_0120,-4.5136502436034469,-0.43168795128890314,-3.3443280123507062
pmks_positive_0121,-4.5059897887154499,-0.48763675498801851,-3.369570630636312
pmks_positive_0122,-4.4973933364647554,-0.54400829710927079,-3.3950516385909779
pmks_positive_0123,-4.4878538095118268,-0.60080629535913488,-3.4207400055437707
pmks_positive_0124,-4.4773640729703637,-0.65803393128914456,-3.4466024133422866
pmks_positive_0125,-4.4659169436637303,-0.71569381166560464,-3.4726031960538712
pmks_positive_0126,-4.453505200033506,-0.77378792885443537,-3.4987042821700589
pmks_positive_0127,-4.4401215927161726,-0.8323176202674869,-3.5248651398754669
pmks_positive_0128,-4.4257588558031218,-0.89128352692633217,-3.5510427259781974
pmks_positive_0129,-4.4104097187982028,-0.95068555120976361,-3.5771914391336859
pmks_positive_0130,-4.3940669192857076,-1.0105228138620901,-3.6032630780274268
pmks_positive_0131,-4.3767232163204843,-1.0707936103505906,-3.6292068052135678
pmks_positive_0132,-4.3583714045501232,-1.1314953666724603,-3.6549691173354466
pmks_positive_0133,-4.3390043290775306,-1.1926245947238099,-3.6804938224800678
pmks_positive_0134,-4.3186149010701467,-1.254176847356044,-3.7057220254407852
pmks_positive_0135,-4.2971961141198491,-1.316146673258028,-3.7305921216801696
pmks_positive_0136,-4.2747410613552477,-1.3785275718157057,-3.7550398007976877
pmks_positive_0137,-4.2512429533053862,-1.4413119481143462,-3.7789980603135289
